wifi_rssi,ble_rssi,lora_rssi,lora_snr,pdr,rtt,retries,best_protocol
-81,-62,-93,0.22481040516118345,0.88095968581704,68.17165152419848,1,1
-91,-67,-96,4.514785596659912,0.9553447260943385,63.09565338744313,2,1
-89,-90,-82,3.200102359943731,0.7095624887082661,298.4353241259737,5,2
-63,-69,-117,4.675805515202475,0.9341563210456545,23.700970287141736,0,0
-45,-70,-109,1.3936135697424232,0.9997692615923843,17.37483682715853,1,0
-82,-61,-116,3.68900625540571,0.8447228868992622,32.12554972701389,1,1
-93,-74,-109,-0.23304524958840833,0.8035375619226515,74.27030582841135,2,1
-90,-95,-89,10.367538968820122,0.7190189442148798,748.5089937799655,4,2
-94,-57,-103,-0.5759006351933049,0.9941499915341341,49.69656751119986,0,1
-87,-57,-105,1.1715578339564683,0.9983176817740548,97.98677222248895,2,1
-51,-75,-91,3.668687053108414,0.9749616232008588,19.929057710286074,1,0
-78,-57,-99,4.95480490704257,0.9951981699197585,78.59589854704718,1,1
-55,-66,-109,-2.4855756048820155,0.9899667445292173,29.92363014044023,1,0
-56,-78,-111,2.918178394696329,0.9166730759993383,26.175260061960973,0,0
-84,-53,-115,0.3248119255942612,0.897678826012988,21.435654285479345,2,1
-100,-94,-89,9.396199647800795,0.786821072570414,983.7151282688852,3,2
-95,-61,-103,-0.7731088660381049,0.8250467140865655,31.597205790385363,0,1
-46,-97,-116,-4.172515799646939,0.9473166201051892,43.22618026260999,1,0
-100,-93,-75,6.8477954865712185,0.524033815337102,688.5946831058211,3,2
-95,-66,-92,2.3195806758563453,0.8254399525374899,79.19891093484894,0,1
-100,-97,-80,6.368848263442031,0.5076078587193242,562.2499418898922,4,2
-76,-66,-95,1.3496004559103314,0.9919653036151859,83.01704124221669,0,1
-92,-88,-88,0.5347658813841498,0.4629305120007313,466.86957218169016,2,2
-62,-87,-95,0.5158787254407002,0.9794289449966462,40.95338092805361,0,0
-42,-72,-119,2.9647177567387732,0.9486357481995608,16.480555115663385,1,0
-48,-98,-96,-4.421361022422926,0.9205077560149459,42.212598694316206,0,0
-82,-56,-104,-3.8017099798235368,0.8313276873947617,34.641235538778176,0,1
-88,-88,-90,4.771770955104433,0.5853174613091188,293.2010775752831,4,2
-84,-60,-96,1.7584124508737595,0.8453929388730729,92.31306642082997,2,1
-93,-73,-98,4.616657359548132,0.813850861257172,86.22947002577382,2,1
-94,-69,-110,-3.5822560647289814,0.8990904206921964,76.48152061312197,1,1
-80,-53,-120,3.511742608527708,0.9729320784280835,96.02502023444734,0,1
-94,-89,-71,5.226091505666288,0.4814313510185442,996.6360578723891,3,2
-93,-100,-100,11.169687567797878,0.5305353723727949,733.4130798914568,4,2
-89,-99,-100,11.31580580179251,0.721901248795878,400.11633423640944,3,2
-88,-86,-103,3.050776604984347,0.4615228098566431,991.3256037985346,3,2
-43,-82,-91,-2.4631782612686126,0.9378772625951289,34.99903948204209,1,0
-86,-89,-74,10.130984428869821,0.7578571190310539,802.8963042534923,3,2
-87,-51,-109,-3.0544167681469903,0.853077481837639,33.350809428389674,0,1
-96,-88,-90,1.2576967799708654,0.5102191756877934,270.8337726749404,5,2
-95,-86,-81,4.10164446590619,0.5749927706432839,592.1883692884401,4,2
-59,-93,-116,2.7760228373522553,0.9745974525548718,18.78042100323835,1,0
-59,-77,-104,1.7676990442430327,0.9481145394056293,17.452835179764826,0,0
-56,-69,-120,3.227903518766931,0.949824769784894,38.56236799159313,0,0
-93,-98,-85,2.180870288513556,0.48022410042919317,494.54648202768516,2,2
-59,-64,-102,-4.778152579696984,0.9531857479688174,20.547352105384658,0,0
-87,-90,-92,5.503175322166079,0.7128685052364985,948.278176768105,3,2
-47,-71,-102,3.67116607209722,0.9874317604854417,39.043823442496034,0,0
-81,-58,-118,3.9671428984012245,0.9508507088687727,82.43198209178196,2,1
-96,-86,-90,4.084448955669153,0.5832938601571336,451.61389988734527,2,2
-94,-62,-119,0.8706170770115094,0.933261377167008,44.874314400604334,0,1
-87,-51,-118,3.1376628831958637,0.9872898347767322,87.1971184225746,0,1
-99,-99,-73,10.437158120180529,0.4592711712919782,161.50069436104377,2,2
-55,-93,-104,-1.1173161601012782,0.9707230095644445,15.643273951108544,0,0
-63,-76,-93,1.7984477990024583,0.960193539554096,46.75002089042986,0,0
-86,-90,-83,8.186326567519325,0.7383398201839871,625.2012705923366,5,2
-69,-90,-105,-0.6366416839344406,0.9087887624540144,13.020134552155568,0,0
-52,-68,-111,2.4957829997607206,0.9205001810053237,32.63106479866242,0,0
-83,-55,-111,-0.6913790846196664,0.896920317403773,71.46921439294275,2,1
-64,-73,-120,0.6852028374995829,0.9584766105949154,21.517184659029045,0,0
-86,-63,-101,-1.5643952522429605,0.8923893873341912,82.97012820812833,2,1
-86,-64,-111,-2.6975383157213004,0.8152833718876104,38.04330639405861,1,1
-56,-66,-102,2.3710070584301928,0.953503673204491,45.49841930054012,1,0
-99,-98,-94,4.527763936875884,0.723231712942332,164.89998363649167,3,2
-88,-98,-79,1.6439887566440565,0.6235922536399097,107.16796427090601,2,2
-43,-79,-102,-2.6331480631792124,0.9233216411549802,32.29221475560192,1,0
-68,-71,-120,-4.364881704099987,0.9048094643964087,29.391134686013846,1,0
-63,-61,-91,-4.171086783066458,0.9487809800808737,14.11925917325262,0,0
-94,-96,-79,3.962913352036864,0.4190565029746027,587.7910674007893,5,2
-90,-61,-96,-3.7677734582783398,0.9308151590743996,21.834624901443362,2,1
-93,-88,-100,8.765956331505482,0.6718199708535634,487.3372747217139,3,2
-70,-68,-120,3.1638573521306235,0.9332815785912485,29.770954005530857,1,0
-59,-99,-99,-4.245654529102307,0.9917395613085531,32.06890381037359,0,0
-62,-80,-105,2.499107494699718,0.9235691746065,26.868157382131272,1,0
-83,-56,-119,0.9704691689569165,0.890024886483952,23.987362222635326,0,1
-63,-77,-110,-0.01834813354107112,0.9066619112390817,20.659935734835287,0,0
-45,-99,-113,0.7592457525808456,0.9400300488910281,34.59801052610618,0,0
-85,-63,-111,-0.20816770556400055,0.9565392081488299,22.3257104275163,1,1
-84,-70,-93,-1.190904744890128,0.8516863240583636,73.13503316043338,2,1
-43,-75,-113,0.4744630689911151,0.9536481351484595,25.86597492208217,0,0
-98,-98,-106,5.711612772139871,0.6295365016418054,166.6379961211132,4,2
-41,-78,-109,-4.4412884532265,0.9531265753973535,46.918409271939396,1,0
-100,-94,-102,2.4851390181188546,0.45014259031695425,482.2943773825476,2,2
-88,-69,-101,1.4660591342286011,0.8129233359688173,43.95548083935093,0,1
-90,-62,-112,2.6994470025167896,0.9292180246925016,34.26019735237133,1,1
-70,-68,-99,4.568008851264564,0.9092290586228746,16.62082041469159,0,0
-58,-65,-91,0.8116262118082629,0.900271089941433,24.52236848780362,1,0
-88,-94,-105,0.03457501998737511,0.750942244882104,667.6304240429065,2,2
-96,-98,-100,7.612076876534451,0.4230811713663596,981.0617563369937,5,2
-86,-90,-99,11.993594978587568,0.5777461396966058,599.9458816952741,4,2
-91,-70,-111,-1.199254910627947,0.8341329517099997,20.150390681992853,1,1
-83,-67,-107,-3.215540347722279,0.9885662282826524,24.4908882732968,0,1
-62,-99,-114,-4.237996204008368,0.9684571547879833,34.990450841730045,0,0
-91,-93,-106,3.493730973422148,0.5085754310536801,419.37474767153304,2,2
-88,-89,-76,8.52162518157679,0.5623004674460245,635.3228932100106,5,2
-90,-93,-72,11.388854355778127,0.6197239085920416,741.6640070729252,2,2
-89,-72,-103,-0.5728303322047292,0.9778781832257688,92.7512153606717,1,1
-56,-65,-114,-4.608136733243537,0.9209130791078515,43.07195311236313,0,0
-97,-96,-107,8.660658632606152,0.6928490427371823,551.3639153317604,2,2
-88,-65,-103,-1.6277286724457962,0.807604369647491,93.80984464702317,0,1
-61,-89,-98,-2.831908934135088,0.9975067162945143,17.844523987738114,1,0
-59,-77,-106,-4.082958527415189,0.9377285965242073,19.095824835084507,1,0
-91,-72,-96,0.42363664979738314,0.8159930788718605,50.020792355413306,0,1
-90,-64,-98,0.9575072818895674,0.8071141734071097,22.903009809080174,2,1
-97,-88,-108,7.121829155711216,0.7416887625363473,322.7590658263708,4,2
-94,-90,-110,11.54772243585341,0.5247936081305674,110.34322596830378,4,2
-81,-69,-119,-1.5367823141099644,0.9088033158365504,37.2872362548246,1,1
-44,-99,-93,-2.8727210497577103,0.9084517007680682,39.76998607373155,0,0
-88,-64,-117,-3.587219507244942,0.8684767272067093,72.77034931157938,0,1
-62,-63,-108,0.13326168692392848,0.9182283878475959,18.80388856324388,0,0
-88,-90,-86,6.817110148054407,0.6926898946256852,836.5326098332035,2,2
-95,-70,-116,-1.2152357651413093,0.9564969849127876,26.913968861003717,2,1
-52,-61,-95,4.1047127840327295,0.9457000219281678,15.400051096848276,0,0
-91,-57,-115,0.09724246751698118,0.8442126742907458,88.95895267234178,1,1
-89,-86,-74,1.5552078143453034,0.6050880991250513,110.33259377444006,2,2
-79,-65,-108,2.4687571613582273,0.8772921682318294,57.62552432814285,1,1
-69,-72,-95,2.0508436429665986,0.9736822475394913,27.071556213469975,0,0
-58,-83,-100,-3.668148747762503,0.9201730462330237,46.42496014161216,1,0
-54,-61,-120,-2.6249352870753007,0.9007534363134075,29.243517935503437,1,0
-91,-75,-97,-4.129610374123414,0.8837161243247871,61.62372615349233,1,1
-48,-99,-101,3.3696387423737377,0.9844440672633629,46.50997851516515,1,0
-82,-62,-114,0.45686888495473443,0.8635062895753475,35.51630938142199,1,1
-81,-74,-100,0.06838431820482604,0.8992095677359774,63.9070925376047,1,1
-87,-99,-110,9.92057591917222,0.742082794007348,487.48618855647095,4,2
-93,-67,-120,0.23084724581784677,0.9236103348574372,52.186169974924475,0,1
-64,-90,-101,3.918969087767767,0.9104869166532481,41.219828301843506,0,0
-50,-85,-98,-1.2201240987774553,0.958419948471417,25.892724618303916,0,0
-45,-75,-116,1.9541112310664754,0.957599841780566,26.319379814593788,1,0
-52,-95,-107,2.3164775529964023,0.9697667573696932,46.474096353718586,0,0
-87,-94,-79,6.999198213756545,0.5239999748687157,268.2229965476155,2,2
-79,-75,-97,-1.2649031696161241,0.9164296459559945,29.790140586014235,1,1
-99,-94,-110,7.702319506264265,0.4764474837984011,283.6221991647208,2,2
-89,-73,-111,-3.2952206182608244,0.9791629194743764,59.55849050360744,0,1
-79,-55,-120,0.2662379726895958,0.9702897275102531,79.96363875751106,2,1
-93,-63,-105,-3.382357886478904,0.8107716413996052,28.954874161722426,1,1
-91,-62,-93,1.6960261613396188,0.9567685353535348,87.58315490288172,1,1
-49,-66,-105,4.24643330223596,0.9696961462366421,49.157257424638445,0,0
-92,-55,-120,1.801319311034514,0.8137425665036536,69.57595521595326,1,1
-87,-93,-71,1.3922721761780315,0.7233101758223751,983.8445833143663,5,2
-50,-81,-101,-2.400501371457373,0.9932014342256934,35.329630996438425,1,0
-90,-56,-94,0.00445309130741478,0.846510271673076,75.03072879039321,2,1
-85,-68,-100,1.3796079331597007,0.9860637769675648,56.93862508899058,1,1
-78,-52,-97,-1.056346761816498,0.920510632768573,80.50117263131621,2,1
-100,-100,-103,2.763011048526176,0.6660584776953622,631.2093932358034,5,2
-88,-55,-92,0.6343892734845884,0.9212741888866751,84.94017734925679,2,1
-66,-76,-108,2.8466826394430953,0.9573150849257389,48.34508709252882,1,0
-51,-98,-116,-2.5127584556971208,0.9557742265950437,41.99128088297078,1,0
-92,-96,-88,3.6383287135325526,0.7812080084715597,965.3620050847763,3,2
-67,-100,-99,0.28370121297209216,0.9850817517836146,23.37451245241929,0,0
-83,-56,-97,0.9648547498542159,0.9658664810282568,42.232167779909425,2,1
-48,-98,-107,3.0504466751936192,0.9752403120038823,13.613478423104315,1,0
-79,-64,-113,2.371802250072431,0.9197063151368732,53.43919470963875,2,1
-97,-99,-89,8.698277991780206,0.5410410423715433,753.153319327693,4,2
-56,-73,-109,4.9593124203032914,0.9759955408937586,44.54072562451828,0,0
-42,-94,-108,0.47971883248087366,0.953726341671407,19.09403932119948,1,0
-94,-88,-76,2.815841301310192,0.5626696279994333,206.64312289156052,4,2
-68,-79,-95,0.6908146916574767,0.9721596550751277,17.28428555286333,1,0
-94,-98,-94,7.450903082612497,0.5930001680941444,467.8995351062188,5,2
-42,-66,-117,4.405318271353835,0.9087868111242657,23.434634285993404,1,0
-88,-93,-106,8.512595605048691,0.7517986282912505,145.44004997116713,4,2
-93,-96,-84,3.623000400930022,0.7058876565905117,125.48014696240101,2,2
-84,-68,-117,0.39732618759942806,0.9370596032231747,63.58782072676125,2,1
-50,-79,-101,-0.7652905769188143,0.9460119158983572,26.943874496819316,0,0
-66,-93,-108,-4.863280351730027,0.9750501924765314,37.95383412643618,0,0
-64,-74,-105,1.9171439716891205,0.9825132676692797,18.72092429976346,1,0
-87,-97,-83,1.5591590944284155,0.6412257224682066,890.1860472863514,2,2
-94,-52,-113,-1.1747371975599172,0.9232999453790167,97.38849422306201,2,1
-41,-95,-91,-4.000151128381367,0.9355991484271986,14.16987864207238,1,0
-94,-88,-98,9.130252134173947,0.5548949084712385,200.69255489421147,3,2
-93,-100,-92,11.162051585261095,0.5611057593849008,204.57186087290137,4,2
-85,-68,-115,2.6665613520040594,0.9621371855972533,98.37173720271068,1,1
-83,-54,-109,2.7262272744938256,0.9318071068407362,21.07221011457325,1,1
-60,-73,-107,-2.499835507838953,0.9696501466227079,14.03178412063546,1,0
-67,-71,-120,-4.565992167018273,0.9018242481428361,42.029990859444844,0,0
-41,-73,-96,3.021092490267341,0.9805864886741144,40.12984882989804,1,0
-44,-69,-102,4.8046272509237795,0.9143127985548469,43.48315962812117,0,0
-95,-86,-92,2.9026666026497514,0.6544169875119874,795.0709136488086,4,2
-70,-68,-91,4.191765518355595,0.9116696064141682,11.369124432821165,1,0
-92,-87,-77,2.2684742967303806,0.7811587183991311,865.6122345443616,2,2
-95,-97,-108,10.531764235809376,0.7299151425111148,655.5241187638532,2,2
-68,-68,-119,-2.617638475960206,0.982179063684445,10.9209041915055,0,0
-56,-61,-91,-1.3965490479473175,0.9506103956359347,13.477000598013973,0,0
-92,-70,-94,-3.4701619917143733,0.878478744305695,66.86481167775216,0,1
-82,-72,-105,-3.4069597938101968,0.8025429779973787,69.03201286895595,1,1
-87,-88,-82,8.647861743397359,0.4704381885322379,827.9109861071846,4,2
-43,-99,-100,4.309291056872926,0.9924041759107434,14.57069200222751,1,0
-86,-88,-93,1.439444316286679,0.5835853917509195,304.05464409696697,2,2
-41,-68,-93,-1.643399352030368,0.919950692733832,42.27400595850344,1,0
-54,-89,-95,-1.070105510211409,0.93792285849638,49.414692489669385,0,0
-61,-70,-100,-1.7731361172241633,0.9051635477874513,31.06313866637175,1,0
-89,-69,-91,-1.7161877211491894,0.915032670099325,54.70404098038174,1,1
-87,-58,-99,-4.287197299448361,0.9238995502815175,37.376727815296846,0,1
-77,-73,-107,0.4849972165147678,0.9796523254585412,90.5160623740017,1,1
-86,-91,-72,8.110172957572036,0.4001771125748832,806.7419303644136,2,2
-92,-86,-77,10.748720711114075,0.7092356166789865,246.5335447091774,5,2
-64,-68,-111,-2.020405484580495,0.9603957872072513,29.35019767729651,0,0
-94,-51,-101,3.2317401559566026,0.9584187267521087,67.94951725303471,2,1
-89,-51,-108,-1.3304392079519936,0.877519046296554,42.048987094315635,2,1
-46,-95,-91,3.8035996863841675,0.9535335564015524,28.35955952068052,0,0
-94,-58,-98,4.055247923296738,0.9492414514963677,57.76483473575986,2,1
-80,-66,-107,2.2142206732873166,0.8301352215419755,30.10030262340908,0,1
-94,-71,-109,4.741646286280156,0.8087471251759939,21.762812823800335,2,1
-82,-54,-106,-0.5364764880235784,0.9334700796092856,63.865646698113935,0,1
-95,-92,-104,8.868318693455503,0.7530937522693688,703.607972844093,2,2
-98,-94,-95,9.147708384263264,0.418161312587477,698.4950646139963,2,2
-64,-68,-98,3.7666148592579276,0.9606101881055839,23.807685795251025,1,0
-77,-75,-115,1.3798520579329763,0.8647000789822947,25.003378151789477,2,1
