recv_ts,node,ts_ms,active_protocol,wifi_rssi,wifi_loss,ble_rssi,lora_rssi,lora_snr,lora_loss,rtt_ms
1785637377.9234736,b,1785637377923,0,-69.70974603861771,0.07319727562003563,-71.91968255193751,-90.08497800444643,8.665829522723339,0.015725145329844273,7
1785637378.18271,b,1785637378182,0,-69.78713493050644,0.07012784302125705,-68.44328468319225,-91.72653114122915,5.934669511909958,0.024927636122164892,7
1785637378.18271,a,1785637378182,0,-64.30271200287505,0.039630708709633436,-71.93076756827023,-90.32374578744958,6.636999411979362,0.02650643933736408,7
1785637378.4547217,b,1785637378454,0,-64.7966845632227,0.07092724334596696,-73.20610621506937,-92.80981768430027,7.104892909460551,0.00805083719248452,6
1785637378.4547217,a,1785637378454,0,-63.189492009968205,0.06064116613968139,-72.05267927134811,-88.1256901549848,5.702373752548396,0.01729224118575019,7
1785637378.708756,a,1785637378708,0,-61.10646957783868,0.05634074674844986,-72.26843194735643,-91.95113278551838,6.0540819173721445,0.00921013633026953,8
1785637378.708756,b,1785637378708,0,-62.074303834498714,0.06361348412190809,-71.63781608774468,-88.8873768334938,7.379001822808367,0.012875173420708772,7
1785637378.9523735,b,1785637378952,0,-66.91044316925309,0.08104179281514005,-73.36552387238837,-90.95019724452571,4.9527912691467755,0.01198897381160878,6
1785637378.9523735,a,1785637378952,0,-63.459878392508315,0.06718718419184416,-72.86428764999695,-91.53974809411673,6.359738545922338,0.016669582802367317,9
1785637379.2124274,b,1785637379212,0,-67.96191280799326,0.07002809511811958,-73.94043818526113,-91.5225132871025,4.8403940000240535,0.01657649660062092,6
1785637379.2124274,a,1785637379212,0,-62.93932365644691,0.06265778323822964,-73.28008715671002,-90.29377616761141,5.705682905966759,0.010622784704561973,5
1785637379.4547057,b,1785637379454,0,-65.67345272419121,0.09531963736456887,-76.03022160134668,-90.89632444097874,6.941882799870198,0.02959568616067529,8
1785637379.486992,a,1785637379486,0,-59.57594510710429,0.08030330043760922,-73.9664431974095,-89.6610447428238,6.504006962182302,0.01844268961639957,8
1785637379.712747,b,1785637379712,0,-63.800867312297136,0.06456968012782696,-70.16857643407441,-92.11129431503524,6.927352539006229,0.01612860543260388,10
1785637379.7447143,a,1785637379744,0,-65.63575771751718,0.07310028461550727,-73.8766441872669,-91.75409195140217,5.635410536023432,0.017360133378898707,6
1785637379.9363935,b,1785637379936,0,-66.31444605011514,0.11026842925287025,-74.60934807931113,-91.13379267349245,6.157271659474285,0.027722636841325993,11
1785637379.9845643,a,1785637379984,0,-64.56429281009072,0.07458610915416324,-71.32005784654102,-90.35214505828272,7.2931838747876725,0.04591138765959574,11
1785637380.2094743,b,1785637380209,0,-63.30853151457696,0.13469620429299736,-69.45218031673171,-89.54261801188439,6.038654155133403,0.017478171850802998,11
1785637380.2417066,a,1785637380241,0,-63.078619001766306,0.07489082362094707,-72.99185990365298,-91.08984794721731,6.911404671199883,0.025282473960126513,5
1785637380.452817,b,1785637380452,0,-65.37067380613378,0.08096792629904545,-71.37645616631146,-89.95316045025758,5.7050667065825005,0.02876788380005508,9
1785637380.4850192,a,1785637380485,0,-64.1080712478665,0.042570347355044766,-71.95279051442448,-90.13441796809686,7.018279942025657,0.014419661198158816,8
1785637380.7109075,b,1785637380710,0,-66.41588831055532,0.09861767415407596,-72.0346114433157,-96.08728345040517,6.566086110912208,0.015221082467315603,9
1785637380.7433393,a,1785637380743,0,-65.98288762493259,0.09670457911957642,-71.36610432497645,-91.96898710621366,5.466573842853822,0.02073507279978519,10
1785637380.9346383,b,1785637380934,1,-66.55738168021573,0.12163211886505879,-73.2080368736837,-92.0260407089913,5.127613406437277,0.030158751024442963,32
1785637380.983094,a,1785637380983,0,-66.97592218543846,0.06926960325821316,-71.41044634350465,-92.27071417015361,5.635539317237728,0.037869100404068115,7
1785637381.2097862,b,1785637381209,1,-63.89100291810006,0.08812406369809173,-71.96882667699504,-90.30396887050546,4.752461072124326,0.01969738066835152,32
1785637381.2419965,a,1785637381241,0,-64.11606030396862,0.08073316145536401,-72.63225617131789,-92.0784504178503,5.284985642503035,0.021029474563070385,6
1785637381.4547298,b,1785637381454,1,-64.28397941446168,0.11590628003734202,-72.23936622277223,-89.75502248740877,7.012112623503172,0.02247318542182791,29
1785637381.487269,a,1785637381487,0,-61.65544040016671,0.08742857588819744,-74.19781588036628,-90.83322015414021,5.7433411562281025,0.013420981052993844,5
1785637381.7095935,b,1785637381709,1,-64.79830409495285,0.11086733762482208,-76.30975297593176,-91.28903491883227,7.303583065000311,0.019483647675335773,32
1785637381.7414901,a,1785637381741,0,-65.78536326176818,0.09427915774936918,-72.53862655097778,-89.75809369408728,6.953632770133093,0.01891853623657168,6
1785637381.9372506,b,1785637381937,1,-63.10267782094529,0.11169514070829936,-72.56722534165789,-89.25743573293741,4.920360763504668,0.02379485666199253,33
1785637381.9858444,a,1785637381985,0,-67.34550726467639,0.08658627535417357,-75.89202077702646,-93.71194560450502,6.111208749786036,0.024974230635978364,8
1785637382.2120166,b,1785637382212,1,-65.2435452561768,0.13640448671876682,-76.98106158433663,-91.3314730241406,5.00840150660111,0.044464798884415235,31
1785637382.2439492,a,1785637382243,0,-67.52453872591876,0.11483914638466136,-76.98670700999725,-92.58116468537742,6.506024881343532,0.03776235894977811,7
1785637382.456518,b,1785637382456,1,-63.854219116611475,0.09110172237688126,-72.66816125937123,-89.42701571396582,4.450259549648944,0.03325929974653134,29
1785637382.489238,a,1785637382489,0,-66.4304374122423,0.06607624245417608,-76.06209210283441,-94.12187409838295,5.807894617520773,0.033223601559230244,6
1785637382.7159722,b,1785637382715,1,-68.24958622041514,0.07969896430472612,-71.8824271373729,-90.18828698453464,6.824817857560844,0.05324449121058761,31
1785637382.7159722,a,1785637382715,0,-63.60364350183445,0.08052499116885597,-73.0071923352233,-90.45956414737022,8.58498670365748,0.043167104678598786,10
1785637382.9729252,a,1785637382972,0,-65.326888590846,0.08744323464864229,-74.16474513993545,-91.40145995327042,6.318895468134639,0.009403687511173969,8
1785637382.9729252,b,1785637382972,1,-66.18958729404227,0.07675666629866326,-73.76639320534886,-91.48931427415708,6.01148108127891,0.023705771603967037,31
1785637383.229685,b,1785637383229,1,-66.58518371075394,0.13575948327709905,-76.43276595145761,-92.10334136719422,6.646610285245781,0.03063274146751844,34
1785637383.229685,a,1785637383229,0,-63.72739756758346,0.07908543077842417,-70.8339607732448,-89.29123507037745,6.269763895829119,0.029342714129396673,8
1785637383.4900794,b,1785637383490,1,-64.68261581411342,0.143188905694143,-73.93052121918214,-91.83482415781683,5.624826808828016,0.027079178842242983,32
1785637383.4900794,a,1785637383490,0,-66.15531486161332,0.04428167373464414,-74.34725987951857,-92.28904336657507,5.404990054439797,0.030286952006297167,9
1785637383.7179213,a,1785637383717,0,-64.61367884507355,0.07414445229528628,-72.53337982761244,-92.70467775030544,5.946450791958789,0.03436601636094362,7
1785637383.7179213,b,1785637383717,1,-69.7699440690295,0.10798482995372768,-74.0048613482626,-91.01559614628984,4.6109775337754355,0.03122941803706854,32
1785637383.974798,b,1785637383974,1,-66.94312490837346,0.14033945978460124,-73.73054998314544,-91.71126968870675,6.79970172982788,0.037216585369379544,35
1785637383.974798,a,1785637383974,0,-64.15191853012539,0.10893427855351563,-72.58943643307985,-93.53148494225204,8.840139875596261,0.05065567774343697,6
1785637384.2438734,a,1785637384243,1,-64.80955915807488,0.10412460893994602,-73.20887264513463,-91.35875853421857,7.132468844652886,0.020914188600685002,33
1785637384.2438734,b,1785637384243,1,-68.9151957509951,0.13613837988047983,-76.76484673473074,-94.45411448231195,6.834629824248784,0.04515696320066212,30
1785637384.481237,b,1785637384481,1,-69.14486439664617,0.13858257187900588,-75.00509658637631,-90.83799224241369,6.693445009259107,0.026080483653102584,32
1785637384.4851043,a,1785637384485,1,-64.38628400687118,0.09595222483046333,-74.70697007413938,-92.19099360519637,4.852512521085229,0.026887924201436212,30
1785637384.7414026,b,1785637384741,1,-67.75278807132618,0.15254340400530586,-74.96965457283774,-89.92911484189955,6.758635961143824,0.03789383500428766,32
1785637384.7414026,a,1785637384741,1,-64.30321523983709,0.14746782841729683,-72.67840413046014,-90.89221751877432,4.545172485103202,0.040512199384432304,32
1785637384.9944618,a,1785637384994,1,-68.49308248704737,0.09700735871669124,-73.22102005938694,-89.20037211647484,5.934408965365326,0.020090639065935157,33
1785637384.9944618,b,1785637384994,1,-65.2796654139912,0.15354529944621384,-75.3256512948129,-94.0104060834204,4.854288335252785,0.03749988488759839,34
1785637385.239144,a,1785637385239,1,-66.66986600649805,0.10655781537569314,-72.65023251925157,-92.26003761630447,6.341653636859305,0.024248699976793287,33
1785637385.2709332,b,1785637385270,1,-68.02970355449509,0.13322944434865433,-73.32347383285769,-92.95199698418682,4.852027528631384,0.022613393886986546,34
1785637385.4922032,a,1785637385492,1,-65.22307886822428,0.13979515838870393,-71.4821095823019,-90.87325520073409,3.988296850897965,0.015764528045294192,29
1785637385.539899,b,1785637385539,1,-68.34160447779576,0.14720071656393308,-77.36255196194784,-90.7778424427965,7.074994067188886,0.0232281839994025,33
1785637385.7409093,a,1785637385740,1,-64.88799339751577,0.10728011592823455,-76.43975760184532,-92.80657913761902,5.136261421603517,0.01969952879029709,34
1785637385.8043652,b,1785637385804,1,-69.11507018973545,0.15358338879286643,-76.48615667461432,-95.41800271705733,6.0884221555941975,0.029792692808206938,30
1785637385.974261,a,1785637385974,1,-64.67145276991064,0.09413749638709606,-74.5563609522526,-93.46449665985577,6.641940712141104,0.03792694464515551,34
1785637386.0550702,b,1785637386055,1,-68.67691535178525,0.1114673122767671,-77.46792325214125,-92.4474201677141,6.717334899073829,0.04393914185274793,33
1785637386.2165713,a,1785637386216,1,-65.84104310046348,0.16825886609954216,-73.6788275843262,-93.27810124451265,6.773665602626259,0.030640286201251764,32
1785637386.2972085,b,1785637386297,1,-68.34688522316316,0.18414975280464832,-75.018869215778,-91.71585331678433,5.846521050277366,0.051993220993384805,34
1785637386.4754336,a,1785637386475,1,-69.21402166409183,0.12957801849559625,-75.83182674118729,-88.21326868090524,5.060319920000759,0.011998735008893185,29
1785637386.5557125,b,1785637386555,1,-69.80117474109417,0.1503913252861999,-77.94943634145973,-89.3524305204902,7.148913599707644,0.06217076592488589,35
1785637386.7145243,a,1785637386714,1,-64.71555806238587,0.12663906072930262,-74.6100716554522,-92.50883470463486,6.170909746961451,0.0255796279495151,34
1785637386.7947352,b,1785637386794,1,-67.33298570210499,0.14344122084687067,-72.86510403442189,-92.84019765239404,5.6591718506886775,0.023752450904869347,37
1785637386.9734225,a,1785637386973,1,-66.5196640247099,0.12109281326906912,-77.88319768827455,-92.26240389075592,5.713535220749445,0.038035565560632756,34
1785637387.0543432,b,1785637387054,1,-70.39029545578437,0.16113236575837386,-77.35555338337518,-93.57871960653343,6.389656275743258,0.02029374076225618,34
1785637387.2165866,a,1785637387216,1,-66.62314356366443,0.10291893559071968,-74.15611292991483,-90.40662846631524,5.592986291322672,0.032122886518582104,32
1785637387.3013387,b,1785637387301,1,-65.63357468415286,0.1625390215748065,-77.4000898156322,-94.54740186818054,4.340415304598575,0.019937908358322667,34
1785637387.4804523,a,1785637387480,1,-65.74976799810428,0.1921000303289922,-78.42723370050386,-92.87033726260097,6.855373476058578,0.020858321947832156,33
1785637387.5606198,b,1785637387560,1,-69.23567624825836,0.18329701571166482,-78.81585454345148,-90.22986741828326,4.323382141240886,0.048970341556044336,34
1785637387.7378767,a,1785637387737,1,-68.2566978081663,0.12306112672116717,-73.4715818544066,-91.92573430703027,5.4986602004255785,0.049994599182535404,31
1785637387.8332558,b,1785637387833,1,-69.22685338517681,0.1473677041458227,-77.42867273922576,-92.72229481049996,4.146868868543586,0.046519944299575136,35
1785637387.9933167,a,1785637387993,1,-65.23972860135252,0.14201856639595328,-80.22039036433995,-95.6480757221323,6.235230293260298,0.03456601493866882,33
1785637388.0582714,b,1785637388058,1,-67.27545646754014,0.15723803761423033,-75.43255614785409,-94.08301308888927,5.10746795408959,0.058646095096582945,37
1785637388.237778,a,1785637388237,1,-66.35250568750281,0.17427850626495406,-75.19118546430627,-92.19574235031844,6.580703622407019,0.03565963995529546,32
1785637388.3358603,b,1785637388335,1,-72.56422715714506,0.18212421600672646,-76.91659611015434,-93.4849202625519,8.25736383243456,0.04387981923462059,34
1785637388.483143,a,1785637388483,1,-68.7297024884821,0.15934248069772336,-75.81220571916518,-91.7993257901729,3.413761371342869,0.03134223588488742,32
1785637388.5846083,b,1785637388584,1,-71.30583080719258,0.16267619889483914,-80.2946896260661,-90.83138053396281,5.206021749301272,0.05653985846487074,37
1785637388.7460964,a,1785637388746,1,-68.37896184863025,0.13160227006132752,-78.88602211736632,-91.66495221232525,7.443197076593469,0.02147481261900831,31
1785637388.8278925,b,1785637388827,1,-72.79463261088405,0.17647123960951577,-77.79972131073713,-90.52375479309049,2.285096059102139,0.030570890054773425,35
1785637389.0104158,a,1785637389010,1,-67.11536821103748,0.1339379356347849,-73.96415412507466,-90.90953084815214,5.914121333588732,0.03431657661015311,34
1785637389.059087,b,1785637389059,1,-70.06155051856493,0.16970914393307965,-81.14578819797401,-91.93213391270902,6.394691859865333,0.02773161336142449,38
1785637389.266635,a,1785637389266,1,-65.31207616908569,0.11788831071180397,-76.4982571408007,-93.4983342662884,5.4994143625913345,0.04100104581907581,33
1785637389.3155038,b,1785637389315,1,-68.46412217632168,0.17713520166974106,-76.11489449862633,-92.13796538793174,4.287224531395854,0.0494154370813121,34
1785637389.5113375,a,1785637389511,1,-67.27868114707744,0.14940847319776318,-73.40681113414193,-90.93878041455002,5.506382989586795,0.002383137650306809,32
1785637389.5598478,b,1785637389559,1,-69.10320012951716,0.20375884082613877,-80.34319847902842,-93.04648390371909,4.0674727398494515,0.053948521427498355,35
1785637389.7695005,a,1785637389769,1,-68.78376313180327,0.14392940686553352,-74.26697090490116,-93.22623915533603,6.419911001250892,0.033541974999412055,36
1785637389.8183198,b,1785637389818,1,-70.54541347072715,0.16712572874045717,-78.7603257717273,-91.72113586532107,4.723300973562063,0.052137477743857324,37
1785637390.0303888,a,1785637390030,1,-65.93610932121582,0.14745567269883156,-76.12378509987371,-93.52559168940364,5.910369535235893,0.024551581724994172,36
1785637390.0791812,b,1785637390079,1,-75.19811005184985,0.15364658041833085,-75.48838674076275,-89.9513678887775,5.515367970473674,0.04293623398130003,36
1785637390.2903445,a,1785637390290,1,-70.11926796353217,0.1405929763367341,-75.60479046935055,-91.95664190201506,4.59743355954134,0.023950327960623116,32
1785637390.339272,b,1785637390339,1,-73.8874724848536,0.1869873697821471,-78.78964494578392,-91.35273979917048,4.341921152656434,0.04278504333798759,38
1785637390.5336728,a,1785637390533,1,-69.95576624521627,0.1557340684964273,-79.15812505096159,-90.46809155814243,6.55798382737641,0.0260009680853151,34
1785637390.5983012,b,1785637390598,1,-72.38006846633631,0.20814765387260514,-80.19159132496152,-90.97770748345256,5.403845488440184,0.03370912801927341,38
1785637390.7852767,a,1785637390785,1,-69.32690575134181,0.169090729889354,-76.78590834254699,-90.26191252824108,4.262411481022941,0.038323055228127,32
1785637390.8667207,b,1785637390866,1,-70.9390424507231,0.2062211640707618,-77.57658389142777,-91.05260341341791,5.924744150233365,0.053548998293168004,34
1785637391.0363739,a,1785637391036,1,-68.98781387788446,0.18579686768556708,-77.22326555483336,-90.8193446027953,7.431870108343106,0.04162826314164201,36
1785637391.1169217,b,1785637391116,1,-72.16992490387229,0.22284194300012922,-77.42654675682938,-93.62705678591537,7.542340188598072,0.043776399383268945,35
1785637391.2788844,a,1785637391278,1,-65.5415406363948,0.1716900988822873,-77.57416900473622,-93.61235980394314,6.614245970017377,0.05242259579727475,35
1785637391.344439,b,1785637391344,1,-71.60823536591455,0.22052405237546827,-76.4663239807706,-95.91609536381787,5.2436098650929885,0.040848168479863195,39
1785637391.5389225,a,1785637391538,1,-71.50039277436221,0.18317199416022154,-73.17059233945231,-89.8194429905817,2.7993884332236614,0.02101909259019126,35
1785637391.6053367,b,1785637391605,1,-73.09520598121486,0.17803329767782286,-79.81618116084125,-92.3767272038289,3.7277015755268783,0.05753475980929908,37
1785637391.7814758,a,1785637391781,1,-69.27431071217595,0.18046944198842452,-75.23445266255193,-91.94245780043153,5.317893621191295,0.022032699911103987,35
1785637391.8629026,b,1785637391862,1,-71.67969240392945,0.20095213194747505,-77.00416574739693,-91.74187945120896,5.163561377064251,0.017770935271932038,35
1785637392.0403616,a,1785637392040,1,-69.58260707846145,0.16903118695533761,-76.40572808537672,-93.38011566225993,4.869330123843865,0.044974528709774995,35
1785637392.12169,b,1785637392121,1,-73.10413584025592,0.21671622128789184,-79.93135785419047,-93.68828948036033,5.75611768044057,0.0650165739529555,35
1785637392.2843592,a,1785637392284,1,-68.92053308138568,0.19220718150344615,-76.68857378666978,-94.90372751262859,4.5236640772775285,0.032739285966735435,38
1785637392.3819606,b,1785637392381,1,-71.70577087323355,0.2303508022659637,-79.15725274499988,-94.28537994071363,5.664760235817489,0.03610409255637697,40
